make;model;year;engine_fuel_type;engine_hp;engine_cylinders;transmission_type;vehicle_style;highway_mpg;city_mpg;msrp;car_id
Chevrolet;Chevy Van;1996;regular unleaded;195.0;6.0;AUTOMATIC;Cargo Van;17;14;2000;Chevrolet Chevy Van 1996
Chevrolet;Chevy Van;1997;regular unleaded;200.0;6.0;AUTOMATIC;Cargo Van;17;14;2000;Chevrolet Chevy Van 1997
Chevrolet;Chevy Van;1998;regular unleaded;200.0;6.0;AUTOMATIC;Cargo Van;18;13;2050;Chevrolet Chevy Van 1998
Oldsmobile;Ciera;1995;regular unleaded;160.0;6.0;AUTOMATIC;Wagon;26;17;2000;Oldsmobile Ciera 1995
Oldsmobile;Ciera;1996;regular unleaded;120.0;4.0;AUTOMATIC;Sedan;29;21;2000;Oldsmobile Ciera 1996
Chrysler;Cirrus;1998;regular unleaded;168.0;6.0;AUTOMATIC;Sedan;25;17;2107;Chrysler Cirrus 1998
Chrysler;Cirrus;1999;regular unleaded;168.0;6.0;AUTOMATIC;Sedan;25;17;2202;Chrysler Cirrus 1999
Chrysler;Cirrus;2000;regular unleaded;168.0;6.0;AUTOMATIC;Sedan;24;16;2373;Chrysler Cirrus 2000
Chevrolet;City Express;2015;regular unleaded;131.0;4.0;AUTOMATIC;Cargo Minivan;26;24;23515;Chevrolet City Express 2015
Chevrolet;City Express;2016;regular unleaded;131.0;4.0;AUTOMATIC;Cargo Minivan;26;24;23515;Chevrolet City Express 2016
Chevrolet;City Express;2017;regular unleaded;131.0;4.0;AUTOMATIC;Cargo Minivan;26;24;22405;Chevrolet City Express 2017
Honda;Civic CRX;1990;regular unleaded;62.0;4.0;MANUAL;2dr Hatchback;44;36;2000;Honda Civic CRX 1990
Honda;Civic CRX;1991;regular unleaded;108.0;4.0;MANUAL;2dr Hatchback;30;24;2000;Honda Civic CRX 1991
Honda;Civic del Sol;1995;regular unleaded;102.0;4.0;MANUAL;Coupe;37;30;2000;Honda Civic del Sol 1995
Honda;Civic del Sol;1996;regular unleaded;106.0;4.0;MANUAL;Coupe;35;29;2000;Honda Civic del Sol 1996
Honda;Civic del Sol;1997;regular unleaded;160.0;4.0;MANUAL;Coupe;27;23;2410;Honda Civic del Sol 1997
Honda;Civic;2015;regular unleaded;143.0;4.0;AUTOMATIC;Sedan;39;30;24340;Honda Civic 2015
Honda;Civic;2016;regular unleaded;174.0;4.0;AUTOMATIC;Coupe;41;31;26125;Honda Civic 2016
Honda;Civic;2017;regular unleaded;174.0;4.0;MANUAL;4dr Hatchback;39;30;19700;Honda Civic 2017
Chevrolet;C/K 1500 Series;1997;regular unleaded;200.0;6.0;MANUAL;Regular Cab Pickup;18;14;2949;Chevrolet C/K 1500 Series 1997
Chevrolet;C/K 1500 Series;1998;regular unleaded;200.0;6.0;MANUAL;Extended Cab Pickup;19;14;3265;Chevrolet C/K 1500 Series 1998
Chevrolet;C/K 1500 Series;1999;regular unleaded;230.0;8.0;AUTOMATIC;Extended Cab Pickup;17;13;3696;Chevrolet C/K 1500 Series 1999
Chevrolet;C/K 2500 Series;1998;regular unleaded;230.0;8.0;MANUAL;Regular Cab Pickup;17;13;2949;Chevrolet C/K 2500 Series 1998
Mercedes-Benz;CL-Class;2012;premium unleaded (required);621.0;12.0;AUTOMATIC;Coupe;18;12;211000;Mercedes-Benz CL-Class 2012
Mercedes-Benz;CL-Class;2013;premium unleaded (required);621.0;12.0;AUTOMATIC;Coupe;18;12;213200;Mercedes-Benz CL-Class 2013
Mercedes-Benz;CL-Class;2014;premium unleaded (required);621.0;12.0;AUTOMATIC;Coupe;18;12;215500;Mercedes-Benz CL-Class 2014
Mercedes-Benz;CLA-Class;2015;premium unleaded (required);208.0;4.0;AUTOMATED_MANUAL;Sedan;38;26;31500;Mercedes-Benz CLA-Class 2015
Mercedes-Benz;CLA-Class;2016;premium unleaded (required);208.0;4.0;AUTOMATED_MANUAL;Sedan;38;26;32050;Mercedes-Benz CLA-Class 2016
Mercedes-Benz;CLA-Class;2017;premium unleaded (required);208.0;4.0;AUTOMATIC;Sedan;38;26;32400;Mercedes-Benz CLA-Class 2017
Acura;CL;2001;premium unleaded (required);225.0;6.0;AUTOMATIC;Coupe;27;17;29980;Acura CL 2001
Acura;CL;2002;premium unleaded (required);225.0;6.0;AUTOMATIC;Coupe;27;17;28030;Acura CL 2002
Acura;CL;2003;premium unleaded (required);260.0;6.0;MANUAL;Coupe;26;17;32700;Acura CL 2003
Chevrolet;Classic;2004;regular unleaded;140.0;4.0;AUTOMATIC;Sedan;31;22;19505;Chevrolet Classic 2004
Chevrolet;Classic;2005;regular unleaded;140.0;4.0;AUTOMATIC;Sedan;31;22;19690;Chevrolet Classic 2005
Mercedes-Benz;CLK-Class;2007;premium unleaded (required);268.0;6.0;AUTOMATIC;Convertible;25;17;54200;Mercedes-Benz CLK-Class 2007
Mercedes-Benz;CLK-Class;2008;premium unleaded (required);268.0;6.0;AUTOMATIC;Coupe;25;17;46450;Mercedes-Benz CLK-Class 2008
Mercedes-Benz;CLK-Class;2009;premium unleaded (required);268.0;6.0;AUTOMATIC;Convertible;25;17;56100;Mercedes-Benz CLK-Class 2009
Mercedes-Benz;CLS-Class;2015;premium unleaded (required);402.0;8.0;AUTOMATIC;Sedan;26;17;73200;Mercedes-Benz CLS-Class 2015
Mercedes-Benz;CLS-Class;2016;premium unleaded (required);329.0;6.0;AUTOMATIC;Sedan;30;20;66900;Mercedes-Benz CLS-Class 2016
Mercedes-Benz;CLS-Class;2017;premium unleaded (required);402.0;8.0;AUTOMATIC;Sedan;26;18;74850;Mercedes-Benz CLS-Class 2017
Chevrolet;Cobalt;2008;regular unleaded;148.0;4.0;MANUAL;Coupe;33;24;14410;Chevrolet Cobalt 2008
Chevrolet;Cobalt;2009;regular unleaded;155.0;4.0;MANUAL;Coupe;35;25;16460;Chevrolet Cobalt 2009
Chevrolet;Cobalt;2010;regular unleaded;155.0;4.0;MANUAL;Sedan;37;25;15670;Chevrolet Cobalt 2010
Chevrolet;Colorado;2012;regular unleaded;300.0;8.0;AUTOMATIC;Crew Cab Pickup;20;14;28340;Chevrolet Colorado 2012
Chevrolet;Colorado;2015;regular unleaded;200.0;4.0;AUTOMATIC;Extended Cab Pickup;25;19;29220;Chevrolet Colorado 2015
Chevrolet;Colorado;2016;regular unleaded;305.0;6.0;AUTOMATIC;Crew Cab Pickup;24;17;30665;Chevrolet Colorado 2016
Dodge;Colt;1992;regular unleaded;92.0;4.0;MANUAL;2dr Hatchback;33;27;2000;Dodge Colt 1992
Dodge;Colt;1993;regular unleaded;92.0;4.0;MANUAL;Coupe;36;28;2000;Dodge Colt 1993
Dodge;Colt;1994;regular unleaded;113.0;4.0;MANUAL;Sedan;30;23;2000;Dodge Colt 1994
Plymouth;Colt;1992;regular unleaded;113.0;4.0;MANUAL;Wagon;26;21;2000;Plymouth Colt 1992
Plymouth;Colt;1993;regular unleaded;92.0;4.0;MANUAL;Coupe;36;28;2000;Plymouth Colt 1993
Plymouth;Colt;1994;regular unleaded;113.0;4.0;MANUAL;Wagon;27;21;2000;Plymouth Colt 1994
Chrysler;Concorde;2002;regular unleaded;234.0;6.0;AUTOMATIC;Sedan;24;16;25520;Chrysler Concorde 2002
Chrysler;Concorde;2003;regular unleaded;200.0;6.0;AUTOMATIC;Sedan;27;19;23180;Chrysler Concorde 2003
Chrysler;Concorde;2004;regular unleaded;200.0;6.0;AUTOMATIC;Sedan;27;19;23480;Chrysler Concorde 2004
Bentley;Continental Flying Spur Speed;2011;premium unleaded (required);600.0;12.0;AUTOMATIC;Sedan;17;10;206600;Bentley Continental Flying Spur Speed 2011
Bentley;Continental Flying Spur Speed;2012;flex-fuel (premium unleaded required/E85);600.0;12.0;AUTOMATIC;Sedan;17;10;209600;Bentley Continental Flying Spur Speed 2012
Bentley;Continental Flying Spur Speed;2013;flex-fuel (premium unleaded required/E85);600.0;12.0;AUTOMATIC;Sedan;17;10;209600;Bentley Continental Flying Spur Speed 2013
Bentley;Continental Flying Spur;2011;flex-fuel (premium unleaded required/E85);552.0;12.0;AUTOMATIC;Sedan;18;11;181200;Bentley Continental Flying Spur 2011
Bentley;Continental Flying Spur;2012;flex-fuel (premium unleaded required/E85);552.0;12.0;AUTOMATIC;Sedan;19;11;184200;Bentley Continental Flying Spur 2012
Bentley;Continental Flying Spur;2013;flex-fuel (premium unleaded required/E85);552.0;12.0;AUTOMATIC;Sedan;19;11;184200;Bentley Continental Flying Spur 2013
Bentley;Continental GT Speed Convertible;2014;flex-fuel (premium unleaded required/E85);626.0;12.0;AUTOMATIC;Convertible;20;12;238700;Bentley Continental GT Speed Convertible 2014
Bentley;Continental GT Speed;2010;premium unleaded (required);600.0;12.0;AUTOMATIC;Coupe;17;10;207700;Bentley Continental GT Speed 2010
Bentley;Continental GT Speed;2014;flex-fuel (premium unleaded required/E85);616.0;12.0;AUTOMATIC;Coupe;20;13;217000;Bentley Continental GT Speed 2014
Bentley;Continental GT3-R;2015;premium unleaded (required);572.0;8.0;AUTOMATIC;Coupe;23;13;337000;Bentley Continental GT3-R 2015
Bentley;Continental GT;2014;premium unleaded (required);500.0;8.0;AUTOMATIC;Coupe;24;15;177500;Bentley Continental GT 2014
Bentley;Continental GT;2015;flex-fuel (premium unleaded required/E85);626.0;12.0;AUTOMATIC;Convertible;20;12;250100;Bentley Continental GT 2015
Bentley;Continental GT;2016;premium unleaded (required);521.0;8.0;AUTOMATIC;Convertible;24;14;231800;Bentley Continental GT 2016
Bentley;Continental GTC Speed;2010;premium unleaded (required);600.0;12.0;AUTOMATIC;Convertible;17;10;231400;Bentley Continental GTC Speed 2010
Bentley;Continental GTC Speed;2011;flex-fuel (premium unleaded required/E85);600.0;12.0;AUTOMATIC;Convertible;17;10;236100;Bentley Continental GTC Speed 2011
Bentley;Continental GTC;2012;flex-fuel (premium unleaded required/E85);567.0;12.0;AUTOMATIC;Convertible;19;11;212800;Bentley Continental GTC 2012
Bentley;Continental GTC;2013;flex-fuel (premium unleaded required/E85);567.0;12.0;AUTOMATIC;Convertible;19;11;212800;Bentley Continental GTC 2013
Bentley;Continental GTC;2014;premium unleaded (required);500.0;8.0;AUTOMATIC;Convertible;24;14;195200;Bentley Continental GTC 2014
Bentley;Continental Supersports Convertible;2011;flex-fuel (premium unleaded required/E85);621.0;12.0;AUTOMATIC;Convertible;19;12;280400;Bentley Continental Supersports Convertible 2011
Bentley;Continental Supersports Convertible;2012;flex-fuel (premium unleaded required/E85);621.0;12.0;AUTOMATIC;Convertible;19;12;280400;Bentley Continental Supersports Convertible 2012
Bentley;Continental Supersports;2010;flex-fuel (premium unleaded required/E85);621.0;12.0;AUTOMATIC;Coupe;19;12;267000;Bentley Continental Supersports 2010
Bentley;Continental Supersports;2011;flex-fuel (premium unleaded required/E85);621.0;12.0;AUTOMATIC;Coupe;19;12;267000;Bentley Continental Supersports 2011
Bentley;Continental Supersports;2012;flex-fuel (premium unleaded required/E85);621.0;12.0;AUTOMATIC;Coupe;19;12;267000;Bentley Continental Supersports 2012
Bentley;Continental;2001;premium unleaded (required);420.0;8.0;AUTOMATIC;Coupe;15;10;299900;Bentley Continental 2001
Bentley;Continental;2003;premium unleaded (required);420.0;8.0;AUTOMATIC;Coupe;15;10;328990;Bentley Continental 2003
Lincoln;Continental;2001;regular unleaded;275.0;8.0;AUTOMATIC;Sedan;23;15;39660;Lincoln Continental 2001
Lincoln;Continental;2002;premium unleaded (required);275.0;8.0;AUTOMATIC;Sedan;23;15;39895;Lincoln Continental 2002
Lincoln;Continental;2017;regular unleaded;305.0;6.0;AUTOMATIC;Sedan;26;17;44560;Lincoln Continental 2017
Ford;Contour SVT;1998;regular unleaded;195.0;6.0;MANUAL;Sedan;26;17;2655;Ford Contour SVT 1998
Ford;Contour SVT;1999;regular unleaded;200.0;6.0;MANUAL;Sedan;26;17;2702;Ford Contour SVT 1999
Ford;Contour SVT;2000;regular unleaded;200.0;6.0;MANUAL;Sedan;27;18;2937;Ford Contour SVT 2000
Ford;Contour;1998;regular unleaded;125.0;4.0;MANUAL;Sedan;32;21;2000;Ford Contour 1998
Ford;Contour;1999;regular unleaded;125.0;4.0;MANUAL;Sedan;31;21;2000;Ford Contour 1999
Ford;Contour;2000;regular unleaded;170.0;6.0;MANUAL;Sedan;27;18;2000;Ford Contour 2000
Rolls-Royce;Corniche;2001;premium unleaded (required);325.0;8.0;AUTOMATIC;Convertible;15;10;359990;Rolls-Royce Corniche 2001
Toyota;Corolla iM;2017;regular unleaded;137.0;4.0;MANUAL;4dr Hatchback;35;27;18750;Toyota Corolla iM 2017
Toyota;Corolla;2015;regular unleaded;140.0;4.0;AUTOMATIC;Sedan;42;30;18965;Toyota Corolla 2015
Toyota;Corolla;2016;regular unleaded;140.0;4.0;AUTOMATIC;Sedan;42;30;19135;Toyota Corolla 2016
Toyota;Corolla;2017;regular unleaded;132.0;4.0;AUTOMATIC;Sedan;35;28;22680;Toyota Corolla 2017
Volkswagen;Corrado;1992;regular unleaded;158.0;4.0;MANUAL;2dr Hatchback;26;18;2000;Volkswagen Corrado 1992
Volkswagen;Corrado;1993;regular unleaded;178.0;6.0;MANUAL;2dr Hatchback;23;16;2000;Volkswagen Corrado 1993
Volkswagen;Corrado;1994;regular unleaded;178.0;6.0;MANUAL;2dr Hatchback;22;16;2000;Volkswagen Corrado 1994
Chevrolet;Corsica;1994;regular unleaded;120.0;4.0;AUTOMATIC;Sedan;28;22;2000;Chevrolet Corsica 1994
Chevrolet;Corsica;1996;regular unleaded;120.0;4.0;AUTOMATIC;Sedan;29;21;2000;Chevrolet Corsica 1996
Chevrolet;Corvette Stingray;2014;premium unleaded (recommended);455.0;8.0;MANUAL;Coupe;29;17;53000;Chevrolet Corvette Stingray 2014
Chevrolet;Corvette;2015;premium unleaded (recommended);460.0;8.0;MANUAL;Convertible;29;17;68160;Chevrolet Corvette 2015
Chevrolet;Corvette;2016;premium unleaded (required);650.0;8.0;MANUAL;Coupe;22;15;88345;Chevrolet Corvette 2016
Chevrolet;Corvette;2017;premium unleaded (required);650.0;8.0;MANUAL;Convertible;22;15;87015;Chevrolet Corvette 2017
Audi;Coupe;1990;regular unleaded;164.0;5.0;MANUAL;2dr Hatchback;22;16;2000;Audi Coupe 1990
Audi;Coupe;1991;regular unleaded;164.0;5.0;MANUAL;2dr Hatchback;22;15;2000;Audi Coupe 1991
Maserati;Coupe;2004;premium unleaded (required);390.0;8.0;MANUAL;Coupe;15;10;81013;Maserati Coupe 2004
Maserati;Coupe;2005;premium unleaded (required);385.0;8.0;AUTOMATED_MANUAL;Coupe;16;11;86877;Maserati Coupe 2005
Maserati;Coupe;2006;premium unleaded (required);390.0;8.0;AUTOMATED_MANUAL;Coupe;18;11;87577;Maserati Coupe 2006
Volvo;Coupe;1991;regular unleaded;188.0;4.0;AUTOMATIC;Coupe;20;17;2000;Volvo Coupe 1991
Honda;CR-V;2014;regular unleaded;185.0;4.0;AUTOMATIC;4dr SUV;30;22;26470;Honda CR-V 2014
Honda;CR-V;2015;regular unleaded;185.0;4.0;AUTOMATIC;4dr SUV;33;26;32895;Honda CR-V 2015
Honda;CR-V;2016;regular unleaded;185.0;4.0;AUTOMATIC;4dr SUV;31;25;27295;Honda CR-V 2016
Honda;CR-Z;2014;regular unleaded;130.0;4.0;AUTOMATIC;2dr Hatchback;39;36;20645;Honda CR-Z 2014
Honda;CR-Z;2015;regular unleaded;130.0;4.0;MANUAL;2dr Hatchback;38;31;21990;Honda CR-Z 2015
Honda;CR-Z;2016;regular unleaded;130.0;4.0;MANUAL;2dr Hatchback;38;31;22140;Honda CR-Z 2016
Toyota;Cressida;1990;regular unleaded;190.0;6.0;AUTOMATIC;Sedan;22;17;2000;Toyota Cressida 1990
Toyota;Cressida;1991;regular unleaded;190.0;6.0;AUTOMATIC;Sedan;22;17;2000;Toyota Cressida 1991
Toyota;Cressida;1992;regular unleaded;190.0;6.0;AUTOMATIC;Sedan;22;17;2000;Toyota Cressida 1992
Chrysler;Crossfire;2006;premium unleaded (required);215.0;6.0;MANUAL;Coupe;23;15;29145;Chrysler Crossfire 2006
Chrysler;Crossfire;2007;premium unleaded (required);215.0;6.0;MANUAL;Convertible;23;15;38955;Chrysler Crossfire 2007
Chrysler;Crossfire;2008;premium unleaded (required);215.0;6.0;MANUAL;Convertible;23;15;39130;Chrysler Crossfire 2008
Honda;Crosstour;2013;regular unleaded;278.0;6.0;AUTOMATIC;4dr Hatchback;30;20;33540;Honda Crosstour 2013
Honda;Crosstour;2014;regular unleaded;278.0;6.0;AUTOMATIC;4dr Hatchback;30;20;33690;Honda Crosstour 2014
Honda;Crosstour;2015;regular unleaded;192.0;4.0;AUTOMATIC;4dr Hatchback;31;22;33315;Honda Crosstour 2015
Subaru;Crosstrek;2016;regular unleaded;160.0;4.0;AUTOMATIC;4dr SUV;34;30;26395;Subaru Crosstrek 2016
Subaru;Crosstrek;2017;regular unleaded;148.0;4.0;MANUAL;4dr SUV;30;23;22495;Subaru Crosstrek 2017
Ford;Crown Victoria;2009;flex-fuel (unleaded/E85);224.0;8.0;AUTOMATIC;Sedan;24;16;29205;Ford Crown Victoria 2009
Ford;Crown Victoria;2010;flex-fuel (unleaded/E85);224.0;8.0;AUTOMATIC;Sedan;24;16;29905;Ford Crown Victoria 2010
Ford;Crown Victoria;2011;flex-fuel (unleaded/E85);239.0;8.0;AUTOMATIC;Sedan;24;16;29905;Ford Crown Victoria 2011
Chevrolet;Cruze Limited;2016;regular unleaded;138.0;4.0;MANUAL;Sedan;42;28;20195;Chevrolet Cruze Limited 2016
Chevrolet;Cruze;2015;regular unleaded;138.0;4.0;MANUAL;Sedan;36;25;16170;Chevrolet Cruze 2015
Chevrolet;Cruze;2016;regular unleaded;153.0;4.0;AUTOMATIC;Sedan;42;30;19120;Chevrolet Cruze 2016
Chevrolet;Cruze;2017;regular unleaded;153.0;4.0;AUTOMATIC;4dr Hatchback;38;29;21920;Chevrolet Cruze 2017
Lexus;CT 200h;2015;regular unleaded;134.0;4.0;AUTOMATIC;4dr Hatchback;40;43;32200;Lexus CT 200h 2015
Lexus;CT 200h;2016;regular unleaded;134.0;4.0;AUTOMATIC;4dr Hatchback;40;43;31250;Lexus CT 200h 2016
Lexus;CT 200h;2017;regular unleaded;134.0;4.0;AUTOMATIC;4dr Hatchback;40;43;31250;Lexus CT 200h 2017
Cadillac;CT6;2016;premium unleaded (recommended);265.0;4.0;AUTOMATIC;Sedan;31;22;58395;Cadillac CT6 2016
Cadillac;CT6;2017;premium unleaded (required);404.0;6.0;AUTOMATIC;Sedan;26;18;64395;Cadillac CT6 2017
Cadillac;CTS Coupe;2012;regular unleaded;318.0;6.0;AUTOMATIC;Coupe;27;18;40615;Cadillac CTS Coupe 2012
Cadillac;CTS Coupe;2013;regular unleaded;318.0;6.0;AUTOMATIC;Coupe;27;18;40805;Cadillac CTS Coupe 2013
Cadillac;CTS Coupe;2014;regular unleaded;318.0;6.0;AUTOMATIC;Coupe;27;18;39495;Cadillac CTS Coupe 2014
Cadillac;CTS-V Coupe;2013;premium unleaded (required);556.0;8.0;MANUAL;Coupe;19;14;63215;Cadillac CTS-V Coupe 2013
Cadillac;CTS-V Coupe;2014;premium unleaded (required);556.0;8.0;MANUAL;Coupe;19;14;63600;Cadillac CTS-V Coupe 2014
Cadillac;CTS-V Coupe;2015;premium unleaded (required);556.0;8.0;MANUAL;Coupe;19;14;69900;Cadillac CTS-V Coupe 2015
Cadillac;CTS-V Wagon;2012;premium unleaded (required);556.0;8.0;MANUAL;Wagon;19;14;63215;Cadillac CTS-V Wagon 2012
Cadillac;CTS-V Wagon;2013;premium unleaded (required);556.0;8.0;MANUAL;Wagon;19;14;63215;Cadillac CTS-V Wagon 2013
Cadillac;CTS-V Wagon;2014;premium unleaded (required);556.0;8.0;MANUAL;Wagon;19;14;63600;Cadillac CTS-V Wagon 2014
Cadillac;CTS-V;2014;premium unleaded (required);556.0;8.0;MANUAL;Sedan;19;14;63600;Cadillac CTS-V 2014
Cadillac;CTS-V;2016;premium unleaded (required);640.0;8.0;AUTOMATIC;Sedan;21;14;83995;Cadillac CTS-V 2016
Cadillac;CTS-V;2017;premium unleaded (required);640.0;8.0;AUTOMATIC;Sedan;21;14;85995;Cadillac CTS-V 2017
Cadillac;CTS Wagon;2012;regular unleaded;270.0;6.0;AUTOMATIC;Wagon;27;18;39015;Cadillac CTS Wagon 2012
Cadillac;CTS Wagon;2013;regular unleaded;318.0;6.0;AUTOMATIC;Wagon;26;18;44190;Cadillac CTS Wagon 2013
Cadillac;CTS Wagon;2014;regular unleaded;318.0;6.0;AUTOMATIC;Wagon;26;18;49795;Cadillac CTS Wagon 2014
Cadillac;CTS;2015;flex-fuel (unleaded/E85);321.0;6.0;AUTOMATIC;Sedan;26;18;54970;Cadillac CTS 2015
Cadillac;CTS;2016;regular unleaded;335.0;6.0;AUTOMATIC;Sedan;30;20;58285;Cadillac CTS 2016
Cadillac;CTS;2017;regular unleaded;335.0;6.0;AUTOMATIC;Sedan;27;19;61195;Cadillac CTS 2017
Nissan;Cube;2012;regular unleaded;122.0;4.0;MANUAL;Wagon;30;25;14980;Nissan Cube 2012
Nissan;Cube;2013;regular unleaded;122.0;4.0;MANUAL;Wagon;30;25;16760;Nissan Cube 2013
Nissan;Cube;2014;regular unleaded;122.0;4.0;AUTOMATIC;Wagon;31;27;19000;Nissan Cube 2014
Oldsmobile;Custom Cruiser;1990;regular unleaded;140.0;8.0;AUTOMATIC;Wagon;22;15;2000;Oldsmobile Custom Cruiser 1990
Oldsmobile;Custom Cruiser;1991;regular unleaded;170.0;8.0;AUTOMATIC;Wagon;23;15;2000;Oldsmobile Custom Cruiser 1991
Oldsmobile;Custom Cruiser;1992;regular unleaded;170.0;8.0;AUTOMATIC;Wagon;23;15;2000;Oldsmobile Custom Cruiser 1992
Oldsmobile;Cutlass Calais;1990;regular unleaded;110.0;4.0;MANUAL;Sedan;30;19;2000;Oldsmobile Cutlass Calais 1990
Oldsmobile;Cutlass Calais;1991;regular unleaded;110.0;4.0;MANUAL;Sedan;31;19;2000;Oldsmobile Cutlass Calais 1991
Oldsmobile;Cutlass Ciera;1992;regular unleaded;160.0;6.0;AUTOMATIC;Sedan;24;17;2000;Oldsmobile Cutlass Ciera 1992
Oldsmobile;Cutlass Ciera;1993;regular unleaded;160.0;4.0;AUTOMATIC;Sedan;28;21;2000;Oldsmobile Cutlass Ciera 1993
Oldsmobile;Cutlass Ciera;1994;regular unleaded;120.0;4.0;AUTOMATIC;Sedan;28;22;2000;Oldsmobile Cutlass Ciera 1994
Oldsmobile;Cutlass Supreme;1995;regular unleaded;160.0;6.0;AUTOMATIC;Coupe;26;17;2000;Oldsmobile Cutlass Supreme 1995
Oldsmobile;Cutlass Supreme;1996;regular unleaded;160.0;6.0;AUTOMATIC;Sedan;26;18;2000;Oldsmobile Cutlass Supreme 1996
Oldsmobile;Cutlass Supreme;1997;regular unleaded;160.0;6.0;AUTOMATIC;Sedan;26;18;2000;Oldsmobile Cutlass Supreme 1997
Oldsmobile;Cutlass;1997;regular unleaded;155.0;6.0;AUTOMATIC;Sedan;26;18;2000;Oldsmobile Cutlass 1997
Oldsmobile;Cutlass;1998;regular unleaded;155.0;6.0;AUTOMATIC;Sedan;27;17;2000;Oldsmobile Cutlass 1998
Oldsmobile;Cutlass;1999;regular unleaded;150.0;6.0;AUTOMATIC;Sedan;26;17;2045;Oldsmobile Cutlass 1999
Mazda;CX-3;2016;regular unleaded;146.0;4.0;AUTOMATIC;4dr SUV;35;29;19960;Mazda CX-3 2016
Mazda;CX-3;2017;regular unleaded;146.0;4.0;AUTOMATIC;4dr SUV;34;29;24990;Mazda CX-3 2017
Mazda;CX-5;2014;regular unleaded;155.0;4.0;AUTOMATIC;4dr SUV;32;26;22795;Mazda CX-5 2014
Mazda;CX-5;2015;regular unleaded;184.0;4.0;AUTOMATIC;4dr SUV;32;25;27970;Mazda CX-5 2015
Mazda;CX-5;2016;regular unleaded;155.0;4.0;MANUAL;4dr SUV;35;26;21795;Mazda CX-5 2016
Mazda;CX-7;2010;premium unleaded (recommended);244.0;4.0;AUTOMATIC;4dr SUV;25;18;25950;Mazda CX-7 2010
Mazda;CX-7;2011;premium unleaded (recommended);244.0;4.0;AUTOMATIC;4dr SUV;21;17;33340;Mazda CX-7 2011
Mazda;CX-7;2012;premium unleaded (recommended);244.0;4.0;AUTOMATIC;4dr SUV;24;18;26455;Mazda CX-7 2012
Mazda;CX-9;2014;regular unleaded;273.0;6.0;AUTOMATIC;4dr SUV;22;16;31575;Mazda CX-9 2014
Mazda;CX-9;2015;regular unleaded;273.0;6.0;AUTOMATIC;4dr SUV;24;17;35035;Mazda CX-9 2015
Mazda;CX-9;2016;regular unleaded;227.0;4.0;AUTOMATIC;4dr SUV;28;22;35970;Mazda CX-9 2016
Dodge;Dakota;2008;regular unleaded;210.0;6.0;AUTOMATIC;Extended Cab Pickup;20;15;26170;Dodge Dakota 2008
Dodge;Dakota;2009;regular unleaded;210.0;6.0;AUTOMATIC;Crew Cab Pickup;20;15;28630;Dodge Dakota 2009
Dodge;Dakota;2010;regular unleaded;210.0;6.0;AUTOMATIC;Crew Cab Pickup;20;15;26325;Dodge Dakota 2010
Dodge;Dart;2014;regular unleaded;160.0;4.0;MANUAL;Sedan;36;25;16495;Dodge Dart 2014
Dodge;Dart;2015;regular unleaded;184.0;4.0;MANUAL;Sedan;33;23;21645;Dodge Dart 2015
Dodge;Dart;2016;regular unleaded;160.0;4.0;MANUAL;Sedan;39;27;19495;Dodge Dart 2016
Rolls-Royce;Dawn;2016;premium unleaded (required);563.0;12.0;AUTOMATIC;Convertible;19;12;335000;Rolls-Royce Dawn 2016
Dodge;Daytona;1991;regular unleaded;152.0;4.0;MANUAL;2dr Hatchback;24;18;2000;Dodge Daytona 1991
Dodge;Daytona;1992;regular unleaded;224.0;4.0;MANUAL;2dr Hatchback;24;17;2000;Dodge Daytona 1992
Dodge;Daytona;1993;regular unleaded;100.0;4.0;MANUAL;2dr Hatchback;29;22;2000;Dodge Daytona 1993
Aston Martin;DB7;2003;premium unleaded (required);420.0;12.0;AUTOMATIC;Coupe;18;11;156300;Aston Martin DB7 2003
Aston Martin;DB9 GT;2016;premium unleaded (required);540.0;12.0;AUTOMATIC;Coupe;19;13;235307;Aston Martin DB9 GT 2016
Aston Martin;DB9;2013;premium unleaded (required);510.0;12.0;AUTOMATIC;Convertible;19;13;198700;Aston Martin DB9 2013
Aston Martin;DB9;2014;premium unleaded (required);510.0;12.0;AUTOMATIC;Convertible;19;13;200800;Aston Martin DB9 2014
Aston Martin;DB9;2015;premium unleaded (required);510.0;12.0;AUTOMATIC;Coupe;19;13;198295;Aston Martin DB9 2015
Aston Martin;DBS;2010;premium unleaded (required);510.0;12.0;AUTOMATIC;Convertible;18;12;283900;Aston Martin DBS 2010
Aston Martin;DBS;2011;premium unleaded (required);510.0;12.0;MANUAL;Convertible;17;11;282295;Aston Martin DBS 2011
Aston Martin;DBS;2012;premium unleaded (required);510.0;12.0;MANUAL;Convertible;17;11;295987;Aston Martin DBS 2012
Land Rover;Defender;1994;regular unleaded;182.0;8.0;MANUAL;2dr SUV;15;12;27736;Land Rover Defender 1994
Land Rover;Defender;1995;regular unleaded;182.0;8.0;MANUAL;2dr SUV;15;12;30709;Land Rover Defender 1995
Land Rover;Defender;1997;regular unleaded;182.0;8.0;AUTOMATIC;Convertible SUV;14;12;36931;Land Rover Defender 1997
Cadillac;DeVille;2003;regular unleaded;275.0;8.0;AUTOMATIC;Sedan;25;16;49150;Cadillac DeVille 2003
Cadillac;DeVille;2004;regular unleaded;300.0;8.0;AUTOMATIC;Sedan;24;16;50750;Cadillac DeVille 2004
