ID_Cliente;Edad;Ingresos_Mensuales_USD;Puntuacion_Gasto;Visitas_Mensuales;Articulos_Comprados;Tiempo_Navegacion_Min;Categoria_Fidelidad
CLIENTE_0450;34;554.0;10;5;47;48.36;Oro
CLIENTE_0451;57;482.0;86;7;17;20.9;Bronce
CLIENTE_0452;50;482.0;77;4;28;57.02;Oro
CLIENTE_0453;26;500.0;58;6;32;33.49;Oro
CLIENTE_0454;60;1124.0;73;4;29;45.3;Bronce
CLIENTE_0455;71;779.0;97;5;23;45.09;Plata
CLIENTE_0456;65;747.0;14;6;41;36.09;Plata
CLIENTE_0457;56;1108.0;84;2;16;22.75;Bronce
CLIENTE_0458;46;613.0;15;9;32;41.68;Bronce
CLIENTE_0459;59;841.0;96;2;26;9.8;Oro
CLIENTE_0460;72;625.0;33;5;33;58.98;Bronce
CLIENTE_0461;43;780.0;17;5;48;15.12;Bronce
CLIENTE_0462;52;482.0;24;2;19;20.15;Bronce
CLIENTE_0463;67;482.0;30;5;41;57.49;Plata
CLIENTE_0464;42;614.0;62;10;17;15.26;Bronce
CLIENTE_0465;41;1562.0;13;2;38;14.36;Plata
CLIENTE_0466;30;1159.0;62;4;14;49.25;Plata
CLIENTE_0467;24;1187.0;47;6;18;18.82;Bronce
CLIENTE_0468;74;1396.0;16;7;21;10.21;Bronce
CLIENTE_0469;53;701.0;66;7;46;17.47;Plata
CLIENTE_0470;62;749.0;81;3;39;53.86;Oro
CLIENTE_0471;37;482.0;96;6;42;20.42;Plata
CLIENTE_0472;18;550.0;43;9;48;43.23;Oro
CLIENTE_0473;25;962.0;8;6;39;26.73;Bronce
CLIENTE_0474;63;1370.0;3;8;28;19.42;Plata
CLIENTE_0475;33;612.0;12;7;20;12.92;Bronce
CLIENTE_0476;31;508.0;84;4;6;58.47;Plata
CLIENTE_0477;29;665.0;16;3;26;33.66;Plata
CLIENTE_0478;68;954.0;78;10;6;11.31;Oro
CLIENTE_0479;40;482.0;80;4;39;15.93;Oro
CLIENTE_0480;32;482.0;59;3;26;27.4;Oro
CLIENTE_0481;45;482.0;49;10;17;34.93;Bronce
CLIENTE_0482;51;482.0;63;12;40;15.0;Bronce
CLIENTE_0483;19;490.0;62;2;2;20.28;Bronce
CLIENTE_0484;49;609.0;49;3;21;48.1;Bronce
CLIENTE_0485;40;507.0;51;2;7;27.96;Bronce
CLIENTE_0486;39;1590.0;33;8;44;5.08;Plata
CLIENTE_0487;68;809.0;30;3;20;7.97;Oro
CLIENTE_0488;42;797.0;59;7;3;29.16;Plata
CLIENTE_0489;39;966.0;76;5;36;8.31;Oro
CLIENTE_0490;39;482.0;15;6;43;14.56;Oro
CLIENTE_0491;66;1241.0;82;2;44;45.03;Bronce
CLIENTE_0492;69;636.0;92;4;19;31.42;Oro
CLIENTE_0493;59;995.0;23;9;30;31.54;Bronce
CLIENTE_0494;23;482.0;78;7;11;37.9;Bronce
CLIENTE_0495;32;482.0;94;4;13;48.37;Bronce
CLIENTE_0496;71;1087.0;97;3;33;13.72;Bronce
CLIENTE_0497;60;834.0;45;1;38;14.52;Bronce
CLIENTE_0498;54;482.0;62;5;48;11.68;Bronce
CLIENTE_0499;50;482.0;79;2;2;56.53;Oro
CLIENTE_0500;25;1307.0;71;7;46;36.75;Oro
CLIENTE_0501;70;482.0;15;6;23;10.1;Plata
CLIENTE_0502;61;1782.0;46;4;49;17.14;Plata
CLIENTE_0503;61;482.0;64;6;20;44.91;Bronce
CLIENTE_0504;22;976.0;46;4;30;6.59;Plata
CLIENTE_0505;56;546.0;56;4;15;44.91;Bronce
CLIENTE_0506;21;955.0;44;5;2;55.13;Bronce
CLIENTE_0507;23;482.0;75;4;30;8.1;Bronce
CLIENTE_0508;62;603.0;29;6;25;15.25;Plata
CLIENTE_0509;49;682.0;95;9;4;5.13;Plata
CLIENTE_0510;69;482.0;62;4;1;11.0;Bronce
CLIENTE_0511;47;1037.0;89;3;8;38.93;Bronce
CLIENTE_0512;64;489.0;52;6;14;7.46;Plata
CLIENTE_0513;52;580.0;54;5;11;28.42;Plata
CLIENTE_0514;72;482.0;88;6;24;32.69;Bronce
CLIENTE_0515;57;482.0;57;2;24;54.86;Bronce
CLIENTE_0516;69;593.0;83;3;32;31.09;Bronce
CLIENTE_0517;33;2829.0;66;1;25;12.84;Bronce
CLIENTE_0518;30;1065.0;22;5;46;20.91;Plata
CLIENTE_0519;67;657.0;20;7;28;41.97;Plata
CLIENTE_0520;59;568.0;33;3;16;11.17;Plata
CLIENTE_0521;47;674.0;72;3;42;17.75;Bronce
CLIENTE_0522;36;924.0;25;8;39;59.77;Plata
CLIENTE_0523;34;482.0;46;3;16;5.3;Bronce
CLIENTE_0524;73;1298.0;73;1;36;13.37;Bronce
CLIENTE_0525;36;1022.0;98;5;12;51.4;Bronce
CLIENTE_0526;45;1023.0;57;12;12;10.58;Oro
CLIENTE_0527;72;865.0;87;4;34;6.85;Plata
CLIENTE_0528;43;673.0;5;6;38;11.67;Bronce
CLIENTE_0529;54;996.0;55;3;20;43.15;Plata
CLIENTE_0530;43;949.0;61;6;47;59.62;Bronce
CLIENTE_0531;70;538.0;89;8;15;37.48;Plata
CLIENTE_0532;40;482.0;8;7;22;11.84;Oro
CLIENTE_0533;26;707.0;16;5;16;15.11;Bronce
CLIENTE_0534;29;1685.0;48;3;24;34.57;Bronce
CLIENTE_0535;70;482.0;61;5;3;44.36;Bronce
CLIENTE_0536;18;482.0;15;11;1;41.46;Plata
CLIENTE_0537;18;734.0;65;3;44;36.61;Bronce
CLIENTE_0538;64;686.0;22;16;47;59.24;Bronce
CLIENTE_0539;51;738.0;3;5;38;15.89;Bronce
CLIENTE_0540;49;770.0;54;0;17;14.51;Bronce
CLIENTE_0541;71;582.0;14;5;41;52.25;Plata
CLIENTE_0542;65;1626.0;36;5;21;21.0;Plata
CLIENTE_0543;42;482.0;82;3;45;23.29;Plata
CLIENTE_0544;57;482.0;82;1;47;35.18;Bronce
CLIENTE_0545;62;625.0;67;4;48;25.97;Plata
CLIENTE_0546;70;482.0;10;5;13;20.82;Bronce
CLIENTE_0547;18;599.0;49;2;2;55.44;Bronce
CLIENTE_0548;33;1802.0;65;4;2;12.11;Bronce
CLIENTE_0549;56;674.0;91;7;43;27.24;Oro
CLIENTE_0550;22;764.0;57;4;25;5.16;Plata
CLIENTE_0551;39;482.0;27;6;28;49.41;Plata
CLIENTE_0552;46;482.0;75;6;48;14.26;Oro
CLIENTE_0553;72;531.0;5;7;49;47.51;Oro
CLIENTE_0554;20;550.0;71;8;26;13.17;Bronce
CLIENTE_0555;29;1435.0;83;4;35;27.92;Bronce
CLIENTE_0556;43;929.0;57;6;28;45.05;Bronce
CLIENTE_0557;33;482.0;93;5;33;19.89;Bronce
CLIENTE_0558;68;771.0;15;6;18;22.27;Oro
CLIENTE_0559;54;897.0;99;4;14;41.7;Oro
CLIENTE_0560;39;1318.0;76;2;41;15.32;Bronce
CLIENTE_0561;74;1717.0;30;2;9;57.35;Bronce
CLIENTE_0562;46;482.0;20;10;44;15.38;Bronce
CLIENTE_0563;31;482.0;37;2;30;46.25;Bronce
CLIENTE_0564;45;482.0;3;4;3;49.14;Plata
CLIENTE_0565;22;578.0;73;8;34;25.59;Bronce
CLIENTE_0566;64;880.0;41;3;33;13.59;Bronce
CLIENTE_0567;66;1203.0;39;12;27;14.12;Bronce
CLIENTE_0568;47;636.0;26;2;9;59.2;Oro
CLIENTE_0569;63;549.0;2;3;13;44.9;Bronce
CLIENTE_0570;69;729.0;23;7;30;29.75;Bronce
CLIENTE_0571;22;482.0;23;3;16;19.15;Plata
CLIENTE_0572;29;2330.0;85;6;42;6.04;Bronce
CLIENTE_0573;33;482.0;16;4;26;41.88;Plata
CLIENTE_0574;43;743.0;9;4;5;57.63;Bronce
CLIENTE_0575;43;2240.0;13;0;46;10.88;Oro
CLIENTE_0576;65;668.0;28;9;27;46.5;Bronce
CLIENTE_0577;38;593.0;27;5;15;13.43;Bronce
CLIENTE_0578;56;537.0;51;1;28;48.57;Bronce
CLIENTE_0579;53;597.0;64;5;3;25.38;Oro
CLIENTE_0580;50;1516.0;52;3;41;44.16;Plata
CLIENTE_0581;47;482.0;81;3;1;55.95;Bronce
CLIENTE_0582;54;1669.0;38;7;1;39.11;Bronce
CLIENTE_0583;40;482.0;100;9;6;55.64;Plata
CLIENTE_0584;27;567.0;65;5;11;17.93;Plata
CLIENTE_0585;71;514.0;18;5;46;58.8;Plata
CLIENTE_0586;22;947.0;63;4;16;53.01;Bronce
CLIENTE_0587;53;482.0;51;2;33;10.92;Plata
CLIENTE_0588;51;878.0;9;6;24;27.74;Bronce
CLIENTE_0589;69;2241.0;13;8;32;55.99;Oro
CLIENTE_0590;48;482.0;40;6;10;9.3;Oro
CLIENTE_0591;27;745.0;55;4;25;29.96;Plata
CLIENTE_0592;36;482.0;79;7;10;44.8;Oro
CLIENTE_0593;49;859.0;43;7;13;6.84;Bronce
CLIENTE_0594;18;673.0;44;5;1;46.41;Plata
CLIENTE_0595;73;482.0;68;6;35;24.87;Bronce
CLIENTE_0596;22;891.0;33;5;14;18.72;Oro
CLIENTE_0597;62;1964.0;24;5;21;36.68;Bronce
CLIENTE_0598;21;593.0;36;8;48;34.94;Plata
CLIENTE_0599;33;1024.0;10;7;38;53.07;Oro
CLIENTE_0600;41;482.0;100;4;1;42.18;Plata
CLIENTE_0601;33;482.0;20;3;20;28.2;Bronce
CLIENTE_0602;72;883.0;75;6;5;40.76;Bronce
CLIENTE_0603;19;1620.0;12;4;40;46.26;Bronce
CLIENTE_0604;66;823.0;62;8;44;56.55;Bronce
CLIENTE_0605;45;551.0;18;4;32;43.73;Bronce
CLIENTE_0606;49;665.0;94;4;1;34.91;Bronce
CLIENTE_0607;44;482.0;63;12;45;25.51;Bronce
CLIENTE_0608;37;956.0;84;3;41;54.03;Bronce
CLIENTE_0609;41;1129.0;25;4;40;48.59;Bronce
CLIENTE_0610;29;507.0;12;4;45;9.24;Plata
CLIENTE_0611;67;502.0;21;4;2;43.47;Bronce
CLIENTE_0612;52;780.0;25;3;31;34.63;Bronce
CLIENTE_0613;50;512.0;11;3;47;10.7;Bronce
CLIENTE_0614;50;639.0;64;6;46;36.07;Oro
CLIENTE_0615;68;2345.0;73;6;26;15.59;Oro
CLIENTE_0616;60;574.0;50;5;9;43.95;Plata
CLIENTE_0617;54;536.0;62;6;30;20.32;Oro
CLIENTE_0618;29;482.0;89;4;46;13.27;Bronce
CLIENTE_0619;20;1040.0;99;6;8;9.51;Bronce
CLIENTE_0620;18;597.0;96;5;5;31.99;Bronce
CLIENTE_0621;50;482.0;49;4;39;15.98;Bronce
CLIENTE_0622;57;1470.0;14;3;4;52.03;Plata
CLIENTE_0623;27;1559.0;1;3;40;5.17;Bronce
CLIENTE_0624;60;482.0;81;5;36;51.4;Plata
CLIENTE_0625;61;482.0;25;2;21;33.66;Plata
CLIENTE_0626;46;1217.0;59;3;33;55.72;Bronce
CLIENTE_0627;30;482.0;72;3;26;16.25;Bronce
CLIENTE_0628;29;1069.0;69;3;40;10.63;Bronce
CLIENTE_0629;48;482.0;5;8;39;39.37;Plata
CLIENTE_0630;63;1136.0;99;3;11;43.87;Oro
CLIENTE_0631;19;482.0;19;4;21;25.49;Plata
CLIENTE_0632;68;1031.0;23;9;48;5.75;Bronce
CLIENTE_0633;67;671.0;9;5;22;27.38;Bronce
CLIENTE_0634;52;482.0;94;5;49;17.86;Oro
CLIENTE_0635;40;521.0;50;4;37;24.11;Bronce
CLIENTE_0636;34;1004.0;16;4;7;32.87;Bronce
CLIENTE_0637;43;709.0;33;1;42;43.63;Plata
CLIENTE_0638;25;944.0;2;2;13;57.98;Bronce
CLIENTE_0639;46;2177.0;14;7;20;12.92;Oro
CLIENTE_0640;43;482.0;1;4;15;42.39;Plata
CLIENTE_0641;27;1755.0;90;5;38;17.83;Oro
CLIENTE_0642;43;708.0;58;6;34;17.14;Plata
CLIENTE_0643;51;482.0;89;6;36;39.85;Plata
CLIENTE_0644;68;482.0;16;6;46;47.68;Oro
CLIENTE_0645;58;594.0;79;5;25;58.78;Plata
CLIENTE_0646;24;1156.0;90;7;29;47.29;Bronce
CLIENTE_0647;21;616.0;47;7;47;13.65;Bronce
CLIENTE_0648;70;1647.0;44;5;28;17.4;Bronce
CLIENTE_0649;67;482.0;80;3;14;46.88;Bronce
CLIENTE_0650;62;660.0;14;10;4;33.98;Bronce
CLIENTE_0651;28;482.0;93;3;38;21.25;Bronce
CLIENTE_0652;46;827.0;24;8;7;30.95;Bronce
CLIENTE_0653;73;1132.0;55;4;13;55.32;Bronce
CLIENTE_0654;53;517.0;15;3;17;46.56;Oro
CLIENTE_0655;42;482.0;83;7;29;29.79;Plata
CLIENTE_0656;38;749.0;72;5;17;58.93;Plata
CLIENTE_0657;74;864.0;34;7;36;48.72;Bronce
CLIENTE_0658;53;848.0;2;10;19;5.32;Bronce
CLIENTE_0659;27;1396.0;27;2;26;11.18;Bronce
CLIENTE_0660;54;482.0;74;6;45;35.47;Bronce
CLIENTE_0661;26;1000.0;99;3;9;24.25;Bronce
CLIENTE_0662;41;1360.0;87;6;2;49.69;Oro
CLIENTE_0663;52;482.0;72;5;20;54.26;Plata
CLIENTE_0664;66;806.0;92;3;23;18.24;Bronce
CLIENTE_0665;52;492.0;23;6;18;46.98;Oro
CLIENTE_0666;65;633.0;68;4;26;34.45;Plata
CLIENTE_0667;53;819.0;14;6;25;26.56;Plata
CLIENTE_0668;35;497.0;63;3;17;48.27;Bronce
CLIENTE_0669;66;482.0;93;3;39;36.07;Oro
CLIENTE_0670;56;679.0;65;5;49;39.94;Bronce
CLIENTE_0671;49;482.0;68;7;10;8.42;Bronce
CLIENTE_0672;41;482.0;63;4;25;37.22;Plata
CLIENTE_0673;40;1000.0;96;9;46;21.54;Bronce
CLIENTE_0674;49;482.0;97;3;28;32.13;Oro
CLIENTE_0675;54;992.0;90;8;26;17.21;Oro
CLIENTE_0676;29;878.0;81;4;12;38.8;Bronce
CLIENTE_0677;66;482.0;87;5;44;13.11;Bronce
CLIENTE_0678;72;482.0;64;8;49;11.76;Bronce
CLIENTE_0679;30;1362.0;32;5;19;15.36;Bronce
CLIENTE_0680;40;482.0;79;5;23;49.96;Bronce
CLIENTE_0681;42;503.0;13;4;14;6.84;Bronce
CLIENTE_0682;52;878.0;66;5;17;45.13;Bronce
CLIENTE_0683;58;1064.0;19;6;15;8.11;Plata
CLIENTE_0684;47;572.0;24;5;21;37.55;Bronce
CLIENTE_0685;34;482.0;88;6;38;47.55;Oro
CLIENTE_0686;66;1562.0;11;7;30;17.71;Bronce
CLIENTE_0687;37;1888.0;59;4;19;15.78;Plata
CLIENTE_0688;65;1197.0;86;6;32;20.9;Plata
CLIENTE_0689;42;700.0;15;3;29;43.48;Bronce
CLIENTE_0690;39;482.0;10;4;22;19.02;Plata
CLIENTE_0691;30;482.0;41;7;20;32.6;Plata
CLIENTE_0692;36;910.0;27;6;38;12.4;Plata
CLIENTE_0693;66;855.0;60;2;38;30.37;Bronce
CLIENTE_0694;53;1542.0;73;7;36;39.36;Plata
CLIENTE_0695;29;983.0;52;8;1;8.95;Plata
CLIENTE_0696;58;482.0;28;3;19;49.85;Plata
CLIENTE_0697;36;1250.0;65;7;43;56.56;Oro
CLIENTE_0698;29;482.0;17;6;26;15.65;Bronce
CLIENTE_0699;26;528.0;95;9;7;46.77;Bronce
CLIENTE_0700;24;773.0;44;5;34;22.24;Bronce
CLIENTE_0701;45;2203.0;10;6;36;42.22;Bronce
CLIENTE_0702;31;4298.0;63;4;6;21.87;Bronce
CLIENTE_0703;48;957.0;93;4;37;52.43;Bronce
CLIENTE_0704;69;596.0;82;6;22;24.09;Bronce
CLIENTE_0705;36;917.0;47;4;9;51.69;Bronce
CLIENTE_0706;64;1133.0;38;5;43;47.14;Oro
CLIENTE_0707;33;549.0;70;2;29;15.8;Bronce
CLIENTE_0708;70;1953.0;76;4;17;13.63;Oro
CLIENTE_0709;22;764.0;53;5;13;47.88;Bronce
CLIENTE_0710;52;897.0;78;6;17;26.47;Plata
CLIENTE_0711;29;992.0;44;5;10;57.22;Bronce
CLIENTE_0712;42;857.0;74;8;25;56.86;Plata
CLIENTE_0713;69;1100.0;54;2;18;43.14;Oro
CLIENTE_0714;38;482.0;20;3;49;32.53;Plata
CLIENTE_0715;53;482.0;79;6;44;15.72;Oro
CLIENTE_0716;70;482.0;31;6;15;53.53;Bronce
CLIENTE_0717;40;866.0;7;6;27;9.51;Oro
CLIENTE_0718;33;1061.0;58;3;19;25.37;Bronce
CLIENTE_0719;74;875.0;10;7;15;22.56;Bronce
CLIENTE_0720;56;1817.0;10;7;45;57.71;Bronce
CLIENTE_0721;62;663.0;39;3;7;11.5;Bronce
CLIENTE_0722;70;994.0;28;4;43;53.96;Plata
CLIENTE_0723;59;482.0;30;2;40;30.1;Plata
CLIENTE_0724;56;527.0;37;7;16;7.61;Oro
CLIENTE_0725;31;1010.0;67;7;24;45.09;Bronce
CLIENTE_0726;48;1107.0;43;7;23;10.55;Oro
CLIENTE_0727;22;558.0;79;5;11;18.04;Oro
CLIENTE_0728;52;637.0;85;6;24;48.99;Bronce
CLIENTE_0729;40;482.0;52;5;5;13.51;Bronce
CLIENTE_0730;46;537.0;56;3;39;22.9;Bronce
CLIENTE_0731;60;1135.0;76;3;48;24.85;Bronce
CLIENTE_0732;28;939.0;68;8;30;37.38;Oro
CLIENTE_0733;35;898.0;9;6;16;48.45;Bronce
CLIENTE_0734;64;685.0;92;10;20;17.69;Bronce
CLIENTE_0735;29;668.0;23;7;29;16.32;Bronce
CLIENTE_0736;26;482.0;63;10;17;17.2;Bronce
CLIENTE_0737;27;1012.0;61;5;19;25.99;Bronce
CLIENTE_0738;61;856.0;40;6;26;34.43;Bronce
CLIENTE_0739;34;894.0;44;5;15;5.74;Oro
CLIENTE_0740;55;485.0;86;4;25;47.92;Bronce
CLIENTE_0741;24;482.0;24;5;15;55.97;Bronce
CLIENTE_0742;63;1285.0;51;6;20;51.39;Oro
CLIENTE_0743;30;499.0;58;3;30;7.05;Plata
CLIENTE_0744;57;482.0;90;5;21;33.85;Bronce
CLIENTE_0745;59;1008.0;94;3;47;49.77;Bronce
CLIENTE_0746;26;526.0;33;2;35;23.93;Bronce
CLIENTE_0747;67;1256.0;16;6;44;54.34;Plata
CLIENTE_0748;44;963.0;22;5;6;53.78;Bronce
CLIENTE_0749;19;1002.0;57;5;37;12.79;Plata
CLIENTE_0750;22;482.0;62;7;11;32.15;Plata
CLIENTE_0751;46;1376.0;82;7;23;6.41;Bronce
CLIENTE_0752;54;778.0;71;8;44;20.5;Bronce
CLIENTE_0753;55;533.0;90;3;39;49.65;Oro
CLIENTE_0754;36;725.0;72;9;9;58.63;Oro
CLIENTE_0755;25;482.0;70;5;18;55.23;Plata
CLIENTE_0756;65;850.0;30;6;46;7.34;Plata
CLIENTE_0757;62;482.0;23;2;36;55.97;Bronce
CLIENTE_0758;18;482.0;32;8;40;50.25;Bronce
CLIENTE_0759;39;482.0;86;4;48;52.72;Plata
CLIENTE_0760;69;1297.0;57;3;36;55.32;Plata
CLIENTE_0761;34;482.0;9;7;28;31.85;Plata
CLIENTE_0762;24;1669.0;31;8;19;16.62;Oro
CLIENTE_0763;42;482.0;71;10;30;6.16;Plata
CLIENTE_0764;62;482.0;9;4;38;6.3;Plata
CLIENTE_0765;21;482.0;13;4;15;40.34;Bronce
CLIENTE_0766;53;1396.0;58;3;44;23.55;Bronce
CLIENTE_0767;23;606.0;3;6;12;32.27;Bronce
CLIENTE_0768;48;482.0;35;10;2;12.22;Plata
CLIENTE_0769;36;732.0;97;7;9;58.65;Bronce
CLIENTE_0770;61;899.0;21;3;35;12.15;Bronce
CLIENTE_0771;71;1300.0;64;8;1;29.46;Oro
CLIENTE_0772;56;1586.0;95;4;46;29.38;Oro
CLIENTE_0773;44;536.0;52;6;31;5.48;Oro
CLIENTE_0774;27;482.0;34;7;28;41.73;Bronce
CLIENTE_0775;43;519.0;96;1;45;34.6;Bronce
CLIENTE_0776;36;778.0;35;4;37;32.36;Bronce
CLIENTE_0777;56;482.0;15;9;7;49.99;Bronce
CLIENTE_0778;20;482.0;96;5;46;18.26;Plata
CLIENTE_0779;62;818.0;6;2;16;52.36;Bronce
CLIENTE_0780;30;646.0;85;8;14;52.56;Bronce
CLIENTE_0781;67;678.0;97;4;33;50.48;Bronce
CLIENTE_0782;45;482.0;32;9;6;23.78;Plata
CLIENTE_0783;37;579.0;52;4;21;13.94;Plata
CLIENTE_0784;45;482.0;83;4;10;31.13;Oro
CLIENTE_0785;25;1135.0;97;5;32;19.29;Oro
CLIENTE_0786;58;1238.0;28;5;6;7.87;Bronce
CLIENTE_0787;56;482.0;95;3;2;20.37;Oro
CLIENTE_0788;18;482.0;85;8;39;30.8;Plata
CLIENTE_0789;20;482.0;98;5;49;11.2;Plata
CLIENTE_0790;30;482.0;64;4;27;56.94;Oro
CLIENTE_0791;45;633.0;79;5;14;41.09;Bronce
CLIENTE_0792;74;482.0;78;4;23;12.5;Oro
CLIENTE_0793;66;482.0;19;6;39;49.66;Plata
CLIENTE_0794;42;482.0;15;3;21;56.04;Bronce
CLIENTE_0795;73;753.0;6;5;41;19.45;Bronce
CLIENTE_0796;50;693.0;73;8;30;12.88;Plata
CLIENTE_0797;55;482.0;84;7;25;22.74;Plata
CLIENTE_0798;70;740.0;98;4;24;50.77;Plata
CLIENTE_0799;23;482.0;38;7;11;14.63;Bronce
CLIENTE_0800;61;565.0;26;5;35;47.86;Bronce
CLIENTE_0801;62;1815.0;82;4;4;44.39;Plata
CLIENTE_0802;49;1487.0;92;3;37;40.83;Bronce
CLIENTE_0803;62;482.0;51;6;36;28.83;Bronce
CLIENTE_0804;64;1094.0;73;2;13;25.17;Bronce
CLIENTE_0805;38;1082.0;96;5;9;9.69;Bronce
CLIENTE_0806;33;482.0;53;5;28;24.65;Bronce
CLIENTE_0807;71;1087.0;56;4;46;38.1;Bronce
CLIENTE_0808;38;1674.0;59;8;16;54.4;Oro
CLIENTE_0809;28;482.0;70;2;6;50.82;Plata
CLIENTE_0810;54;482.0;78;6;27;6.77;Plata
CLIENTE_0811;53;1225.0;92;4;10;12.64;Bronce
CLIENTE_0812;52;783.0;58;6;23;51.67;Plata
CLIENTE_0813;36;926.0;88;2;21;56.66;Plata
CLIENTE_0814;37;816.0;13;5;26;8.07;Bronce
CLIENTE_0815;74;841.0;43;3;45;43.57;Bronce
CLIENTE_0816;35;482.0;76;7;3;25.12;Plata
CLIENTE_0817;64;1247.0;51;3;43;25.04;Bronce
CLIENTE_0818;58;1342.0;19;4;35;40.35;Bronce
CLIENTE_0819;66;580.0;21;4;7;49.56;Bronce
CLIENTE_0820;31;648.0;91;6;27;20.12;Plata
CLIENTE_0821;32;482.0;83;6;42;43.79;Plata
CLIENTE_0822;48;906.0;24;8;33;39.97;Oro
CLIENTE_0823;18;938.0;26;5;4;33.45;Bronce
CLIENTE_0824;70;641.0;45;2;26;38.13;Oro
CLIENTE_0825;71;1306.0;28;9;8;5.99;Plata
CLIENTE_0826;71;544.0;82;4;20;5.22;Bronce
CLIENTE_0827;20;933.0;100;7;17;35.27;Oro
CLIENTE_0828;33;482.0;29;3;5;33.83;Bronce
CLIENTE_0829;40;656.0;17;8;49;8.92;Bronce
CLIENTE_0830;74;599.0;68;2;9;32.06;Bronce
CLIENTE_0831;28;761.0;44;2;8;46.66;Bronce
CLIENTE_0832;29;533.0;61;5;7;34.77;Plata
CLIENTE_0833;27;615.0;93;2;37;33.47;Oro
CLIENTE_0834;49;1092.0;68;9;36;44.48;Bronce
CLIENTE_0835;33;512.0;74;7;3;14.45;Bronce
CLIENTE_0836;25;482.0;25;5;8;30.16;Bronce
CLIENTE_0837;55;1900.0;95;3;5;13.14;Plata
CLIENTE_0838;29;1524.0;67;4;5;33.81;Oro
CLIENTE_0839;41;482.0;2;6;17;37.56;Plata
CLIENTE_0840;45;1006.0;89;5;47;11.69;Plata
CLIENTE_0841;70;492.0;49;2;27;9.15;Plata
CLIENTE_0842;25;779.0;70;5;40;14.17;Bronce
CLIENTE_0843;45;794.0;26;6;39;37.25;Oro
CLIENTE_0844;53;578.0;72;5;49;15.43;Plata
CLIENTE_0845;43;482.0;99;6;12;20.14;Plata
CLIENTE_0846;25;482.0;27;6;28;43.64;Oro
CLIENTE_0847;67;482.0;89;2;4;18.66;Plata
CLIENTE_0848;45;482.0;18;4;28;26.86;Plata
CLIENTE_0849;45;639.0;54;6;25;56.09;Plata
CLIENTE_0850;54;482.0;1;2;36;50.37;Bronce
CLIENTE_0851;58;1001.0;61;4;42;19.05;Bronce
CLIENTE_0852;53;1624.0;3;3;3;37.87;Oro
CLIENTE_0853;44;482.0;68;3;31;41.62;Bronce
CLIENTE_0854;71;768.0;41;3;37;54.51;Plata
CLIENTE_0855;34;898.0;37;4;12;35.11;Bronce
CLIENTE_0856;26;883.0;51;6;37;35.87;Bronce
CLIENTE_0857;50;696.0;15;3;37;53.86;Plata
CLIENTE_0858;70;1039.0;8;7;4;7.99;Plata
CLIENTE_0859;37;888.0;38;3;30;39.55;Bronce
CLIENTE_0860;30;482.0;83;3;38;27.92;Oro
CLIENTE_0861;45;1120.0;56;11;42;55.04;Plata
CLIENTE_0862;65;1133.0;47;2;38;57.83;Bronce
CLIENTE_0863;46;482.0;90;8;27;14.36;Bronce
CLIENTE_0864;30;680.0;10;10;22;20.48;Oro
CLIENTE_0865;63;1002.0;78;4;1;20.04;Bronce
CLIENTE_0866;52;587.0;49;5;48;10.53;Plata
CLIENTE_0867;23;1266.0;41;5;43;31.56;Bronce
CLIENTE_0868;35;2747.0;83;4;38;33.22;Bronce
CLIENTE_0869;68;482.0;30;8;20;36.51;Oro
CLIENTE_0870;22;482.0;5;11;18;41.46;Oro
CLIENTE_0871;64;798.0;95;7;6;8.46;Bronce
CLIENTE_0872;42;1026.0;71;5;49;39.24;Oro
CLIENTE_0873;19;579.0;83;7;12;55.26;Bronce
CLIENTE_0874;27;1591.0;31;4;17;30.02;Bronce
CLIENTE_0875;73;482.0;52;5;22;10.87;Plata
CLIENTE_0876;47;1008.0;88;3;18;9.73;Plata
CLIENTE_0877;67;482.0;98;8;10;20.5;Oro
CLIENTE_0878;62;1866.0;23;2;24;46.39;Plata
CLIENTE_0879;22;2198.0;48;7;20;19.35;Bronce
CLIENTE_0880;72;482.0;40;2;12;49.79;Oro
CLIENTE_0881;73;482.0;6;2;4;50.08;Bronce
CLIENTE_0882;50;1114.0;38;4;42;30.14;Bronce
CLIENTE_0883;71;527.0;41;6;5;21.54;Plata
CLIENTE_0884;18;647.0;100;6;26;37.87;Oro
CLIENTE_0885;35;675.0;27;4;36;49.58;Plata
CLIENTE_0886;49;482.0;75;8;16;8.55;Oro
CLIENTE_0887;64;660.0;69;8;5;57.44;Bronce
CLIENTE_0888;66;482.0;57;9;26;40.52;Bronce
CLIENTE_0889;28;495.0;17;5;19;26.9;Oro
CLIENTE_0890;38;1582.0;71;4;6;32.83;Plata
CLIENTE_0891;43;482.0;91;5;24;26.21;Bronce
CLIENTE_0892;42;1083.0;47;6;31;27.69;Oro
CLIENTE_0893;39;563.0;79;3;31;37.76;Plata
CLIENTE_0894;44;562.0;13;6;7;8.31;Plata
CLIENTE_0895;66;1069.0;11;9;10;14.65;Plata
CLIENTE_0896;30;816.0;90;3;39;17.49;Plata
CLIENTE_0897;50;937.0;86;6;22;27.41;Bronce
CLIENTE_0898;51;1189.0;92;3;14;25.41;Bronce
CLIENTE_0899;58;545.0;24;5;28;44.72;Oro
CLIENTE_0900;52;482.0;93;2;42;19.25;Bronce
CLIENTE_0901;18;482.0;73;5;22;8.14;Bronce
